saleDate_sk,CalendarDay,CalendarWeek,CalendarQuarter,CalendarMonth,CalendarYear,FiscalDay,FiscalWeek,FiscalQuarter,FiscalMonth,FiscalYear,Date,source
2869,29,48,4,11,2007,29,60,3,8,2008,11/29/07,PEC
2873,9,37,3,9,2005,9,49,2,6,2006,9/9/05,PEC
2879,21,39,3,9,2009,21,51,2,6,2010,9/21/09,PEC
2881,1,35,3,9,2006,1,47,2,6,2007,9/1/06,PEC
2883,3,36,3,9,2006,3,48,2,6,2007,9/3/06,PEC
2891,4,36,3,9,2006,4,48,2,6,2007,9/4/06,PEC
2893,7,36,3,9,2006,7,48,2,6,2007,9/7/06,PEC
2897,9,36,3,9,2006,9,48,2,6,2007,9/9/06,PEC
2899,8,36,3,9,2006,8,48,2,6,2007,9/8/06,PEC
2915,21,47,4,11,2007,21,59,3,8,2008,11/21/07,PEC
2919,22,47,4,11,2007,22,59,3,8,2008,11/22/07,PEC
2927,23,47,4,11,2007,23,59,3,8,2008,11/23/07,PEC
2933,25,48,4,11,2007,25,60,3,8,2008,11/25/07,PEC
2939,27,48,4,11,2007,27,60,3,8,2008,11/27/07,PEC
2951,22,38,3,9,2007,22,50,2,6,2008,9/22/07,PEC
2965,27,30,3,7,2007,27,42,2,4,2008,7/27/07,PEC
2975,4,36,3,9,2009,4,48,2,6,2010,9/4/09,PEC
2981,30,6,1,1,2005,30,46,4,10,2005,1/30/05,PEC
2985,26,9,1,2,2010,26,49,4,11,2010,2/26/10,PEC
2989,27,9,1,2,2010,27,49,4,11,2010,2/27/10,PEC
2993,21,9,1,2,2010,21,49,4,11,2010,2/21/10,PEC
2997,29,31,3,7,2007,29,43,2,4,2008,7/29/07,PEC
2999,9,41,4,10,2007,9,53,3,7,2008,10/9/07,PEC
3007,8,41,4,10,2007,8,53,3,7,2008,10/8/07,PEC
3012,7,41,4,10,2007,7,53,3,7,2008,10/7/07,PEC
3014,5,40,4,10,2007,5,52,3,7,2008,10/5/07,PEC
3018,3,40,4,10,2007,3,52,3,7,2008,10/3/07,PEC
3020,1,40,4,10,2007,1,52,3,7,2008,10/1/07,PEC
3050,31,44,4,10,2009,31,56,3,7,2010,10/31/09,PEC
3052,30,44,4,10,2009,30,56,3,7,2010,10/30/09,PEC
3054,23,44,4,10,2005,23,56,3,7,2006,10/23/05,PEC
3056,31,14,1,3,2005,31,26,4,12,2005,3/31/05,PEC
3058,19,20,2,5,2006,19,32,1,2,2007,5/19/06,PEC
3064,12,19,2,5,2006,12,31,1,2,2007,5/12/06,PEC
3066,13,19,2,5,2006,13,31,1,2,2007,5/13/06,PEC
3070,28,26,2,6,2007,28,38,1,3,2008,6/28/07,PEC
3098,19,8,1,2,2005,19,48,4,11,2005,2/19/05,PEC
3102,22,47,4,11,2008,22,59,3,8,2009,11/22/08,PEC
3106,23,48,4,11,2008,23,60,3,8,2009,11/23/08,PEC
3110,20,47,4,11,2008,20,59,3,8,2009,11/20/08,PEC
3114,21,47,4,11,2008,21,59,3,8,2009,11/21/08,PEC
3116,26,48,4,11,2008,26,60,3,8,2009,11/26/08,PEC
3118,27,48,4,11,2008,27,60,3,8,2009,11/27/08,PEC
3120,24,48,4,11,2008,24,60,3,8,2009,11/24/08,PEC
3126,25,48,4,11,2008,25,60,3,8,2009,11/25/08,PEC
3140,29,48,4,11,2008,29,60,3,8,2009,11/29/08,PEC
3156,16,46,4,11,2007,16,58,3,8,2008,11/16/07,PEC
3158,17,46,4,11,2007,17,58,3,8,2008,11/17/07,PEC
3164,15,46,4,11,2007,15,58,3,8,2008,11/15/07,PEC
3174,11,46,4,11,2007,11,58,3,8,2008,11/11/07,PEC
3181,8,27,3,7,2006,8,39,2,4,2007,7/8/06,PEC
3185,9,28,3,7,2006,9,40,2,4,2007,7/9/06,PEC
3187,13,3,1,1,2008,13,43,4,10,2008,1/13/08,PEC
3191,25,13,1,3,2007,25,25,4,12,2007,3/25/07,PEC
3193,28,5,1,1,2005,28,45,4,10,2005,1/28/05,PEC
4594,20,4,1,1,2005,20,44,4,10,2005,1/20/05,PEC
4660,21,4,1,1,2005,21,44,4,10,2005,1/21/05,PEC
4664,26,5,1,1,2005,26,45,4,10,2005,1/26/05,PEC
4668,27,5,1,1,2005,27,45,4,10,2005,1/27/05,PEC
4693,28,9,1,2,2009,28,49,4,11,2009,2/28/09,PEC
4701,21,12,1,3,2007,21,24,4,12,2007,3/21/07,PEC
4709,30,48,4,11,2006,30,60,3,8,2007,11/30/06,PEC
4712,23,9,1,2,2009,23,49,4,11,2009,2/23/09,PEC
4720,23,26,2,6,2010,23,38,1,3,2011,6/23/10,PEC
4734,22,43,4,10,2005,22,55,3,7,2006,10/22/05,PEC
4749,5,50,4,12,2005,5,62,3,9,2006,12/5/05,PEC
4755,4,50,4,12,2005,4,62,3,9,2006,12/4/05,PEC
4886,7,50,4,12,2005,7,62,3,9,2006,12/7/05,PEC
4969,25,26,2,6,2010,25,38,1,3,2011,6/25/10,PEC
5109,1,49,4,12,2005,1,61,3,9,2006,12/1/05,PEC
5158,3,49,4,12,2005,3,61,3,9,2006,12/3/05,PEC
5273,19,34,3,8,2009,19,46,2,5,2010,8/19/09,PEC
5463,24,34,3,8,2007,24,46,2,5,2008,8/24/07,PEC
5531,21,34,3,8,2007,21,46,2,5,2008,8/21/07,PEC
5547,15,3,1,1,2006,15,43,4,10,2006,1/15/06,PEC
5554,26,44,4,10,2005,26,56,3,7,2006,10/26/05,PEC
5555,15,33,3,8,2009,15,45,2,5,2010,8/15/09,PEC
5561,14,33,3,8,2009,14,45,2,5,2010,8/14/09,PEC
5573,22,17,2,4,2008,22,29,1,1,2009,4/22/08,PEC
5575,20,17,2,4,2008,20,29,1,1,2009,4/20/08,PEC
5576,21,17,2,4,2008,21,29,1,1,2009,4/21/08,PEC
5577,27,18,2,4,2008,27,30,1,1,2009,4/27/08,PEC
5578,24,17,2,4,2008,24,29,1,1,2009,4/24/08,PEC
5579,28,18,2,4,2008,28,30,1,1,2009,4/28/08,PEC
5580,29,18,2,4,2008,29,30,1,1,2009,4/29/08,PEC
5583,11,45,4,11,2006,11,57,3,8,2007,11/11/06,PEC
5586,19,42,4,10,2007,19,54,3,7,2008,10/19/07,PEC
5588,6,15,2,4,2010,6,27,1,1,2011,4/6/10,PEC
5589,16,46,4,11,2006,16,58,3,8,2007,11/16/06,PEC
5595,10,3,1,1,2010,10,43,4,10,2010,1/10/10,PEC
5597,15,3,1,1,2010,15,43,4,10,2010,1/15/10,PEC
5600,16,3,1,1,2010,16,43,4,10,2010,1/16/10,PEC
5603,19,4,1,1,2010,19,44,4,10,2010,1/19/10,PEC
5615,26,26,2,6,2008,26,38,1,3,2009,6/26/08,PEC
5622,20,25,2,6,2008,20,37,1,3,2009,6/20/08,PEC
5624,26,22,2,5,2005,26,34,1,2,2006,5/26/05,PEC
5627,24,22,2,5,2005,24,34,1,2,2006,5/24/05,PEC
5629,23,22,2,5,2005,23,34,1,2,2006,5/23/05,PEC
5630,29,35,3,8,2007,29,47,2,5,2008,8/29/07,PEC
5637,10,20,2,5,2010,10,32,1,2,2011,5/10/10,PEC
5640,12,20,2,5,2010,12,32,1,2,2011,5/12/10,PEC
5642,13,20,2,5,2010,13,32,1,2,2011,5/13/10,PEC
5643,15,20,2,5,2010,15,32,1,2,2011,5/15/10,PEC
5645,17,21,2,5,2010,17,33,1,2,2011,5/17/10,PEC
5646,19,21,2,5,2010,19,33,1,2,2011,5/19/10,PEC
5648,5,6,1,2,2008,5,46,4,11,2008,2/5/08,PEC
5654,7,6,1,2,2008,7,46,4,11,2008,2/7/08,PEC
5658,1,5,1,2,2008,1,45,4,11,2008,2/1/08,PEC
5661,2,5,1,2,2008,2,45,4,11,2008,2/2/08,PEC
5669,8,45,4,11,2007,8,57,3,8,2008,11/8/07,PEC
5670,9,6,1,2,2008,9,46,4,11,2008,2/9/08,PEC
5673,15,29,3,7,2007,15,41,2,4,2008,7/15/07,PEC
5675,8,49,4,12,2006,8,61,3,9,2007,12/8/06,PEC
5676,17,29,3,7,2007,17,41,2,4,2008,7/17/07,PEC
5678,11,28,3,7,2007,11,40,2,4,2008,7/11/07,PEC
5682,13,28,3,7,2007,13,40,2,4,2008,7/13/07,PEC
5684,30,40,3,9,2010,30,52,2,6,2011,9/30/10,PEC
5689,30,49,4,11,2005,30,61,3,8,2006,11/30/05,PEC
5690,10,2,1,1,2009,10,42,4,10,2009,1/10/09,PEC
5694,30,36,3,8,2005,30,48,2,5,2006,8/30/05,PEC
5695,8,37,3,9,2005,8,49,2,6,2006,9/8/05,PEC
5698,3,36,3,9,2008,3,48,2,6,2009,9/3/08,PEC
5701,5,37,3,9,2005,5,49,2,6,2006,9/5/05,PEC
5702,6,37,3,9,2005,6,49,2,6,2006,9/6/05,PEC
5707,2,36,3,9,2005,2,48,2,6,2006,9/2/05,PEC
5709,3,36,3,9,2005,3,48,2,6,2006,9/3/05,PEC
5710,1,36,3,9,2008,1,48,2,6,2009,9/1/08,PEC
5712,30,31,3,7,2009,30,43,2,4,2010,7/30/09,PEC
5713,6,36,3,9,2008,6,48,2,6,2009,9/6/08,PEC
5715,28,43,4,10,2006,28,55,3,7,2007,10/28/06,PEC
5718,26,43,4,10,2006,26,55,3,7,2007,10/26/06,PEC
5719,31,31,3,7,2006,31,43,2,4,2007,7/31/06,PEC
5721,30,31,3,7,2006,30,43,2,4,2007,7/30/06,PEC
5722,22,43,4,10,2006,22,55,3,7,2007,10/22/06,PEC
5725,23,43,4,10,2006,23,55,3,7,2007,10/23/06,PEC
5726,30,14,1,3,2009,30,26,4,12,2009,3/30/09,PEC
5727,31,14,1,3,2009,31,26,4,12,2009,3/31/09,PEC
5729,5,36,3,9,2006,5,48,2,6,2007,9/5/06,PEC
5738,18,12,1,3,2008,18,24,4,12,2008,3/18/08,PEC
5739,19,12,1,3,2008,19,24,4,12,2008,3/19/08,PEC
5741,12,11,1,3,2008,12,51,4,12,2008,3/12/08,PEC
5742,13,11,1,3,2008,13,51,4,12,2008,3/13/08,PEC
5745,17,12,1,3,2008,17,24,4,12,2008,3/17/08,PEC
5747,15,11,1,3,2008,15,51,4,12,2008,3/15/08,PEC
5755,29,22,2,5,2007,29,34,1,2,2008,5/29/07,PEC
5757,26,21,2,5,2007,26,33,1,2,2008,5/26/07,PEC
5758,24,21,2,5,2007,24,33,1,2,2008,5/24/07,PEC
5762,20,21,2,5,2007,20,33,1,2,2008,5/20/07,PEC
5764,21,21,2,5,2007,21,33,1,2,2008,5/21/07,PEC
5765,31,13,1,3,2006,31,25,4,12,2006,3/31/06,PEC
5767,30,13,1,3,2006,30,25,4,12,2006,3/30/06,PEC
5768,29,5,1,1,2008,29,45,4,10,2008,1/29/08,PEC
5769,22,4,1,1,2008,22,44,4,10,2008,1/22/08,PEC
5771,21,4,1,1,2008,21,44,4,10,2008,1/21/08,PEC
5776,26,4,1,1,2008,26,44,4,10,2008,1/26/08,PEC
5777,24,4,1,1,2008,24,44,4,10,2008,1/24/08,PEC
5778,18,38,3,9,2008,18,50,2,6,2009,9/18/08,PEC
5780,18,29,3,7,2007,18,41,2,4,2008,7/18/07,PEC
5782,1,31,3,8,2007,1,43,2,5,2008,8/1/07,PEC
5783,2,22,2,6,2006,2,34,1,3,2007,6/2/06,PEC
5785,12,37,3,9,2008,12,49,2,6,2009,9/12/08,PEC
5786,12,28,3,7,2007,12,40,2,4,2008,7/12/07,PEC
5790,16,38,3,9,2008,16,50,2,6,2009,9/16/08,PEC
5795,14,28,3,7,2007,14,40,2,4,2008,7/14/07,PEC
5807,26,9,1,2,2006,26,49,4,11,2006,2/26/06,PEC
5810,26,31,3,7,2010,26,43,2,4,2011,7/26/10,PEC
5811,20,30,3,7,2010,20,42,2,4,2011,7/20/10,PEC
5814,18,38,3,9,2006,18,50,2,6,2007,9/18/06,PEC
5815,23,13,1,3,2005,23,25,4,12,2005,3/23/05,PEC
5821,22,30,3,7,2010,22,42,2,4,2011,7/22/10,PEC
5830,21,13,1,3,2005,21,25,4,12,2005,3/21/05,PEC
5831,30,23,2,5,2010,30,35,1,2,2011,5/30/10,PEC
5833,27,22,2,5,2010,27,34,1,2,2011,5/27/10,PEC
5836,26,22,2,5,2010,26,34,1,2,2011,5/26/10,PEC
5838,10,33,3,8,2005,10,45,2,5,2006,8/10/05,PEC
5845,21,21,2,5,2010,21,33,1,2,2011,5/21/10,PEC
5846,20,21,2,5,2010,20,33,1,2,2011,5/20/10,PEC
5847,28,31,3,7,2010,28,43,2,4,2011,7/28/10,PEC
5853,29,22,2,5,2010,29,34,1,2,2011,5/29/10,PEC
5854,28,22,2,5,2010,28,34,1,2,2011,5/28/10,PEC
5855,27,27,2,6,2005,27,39,1,3,2006,6/27/05,PEC
5856,26,27,2,6,2005,26,39,1,3,2006,6/26/05,PEC
5857,5,41,4,10,2010,5,53,3,7,2011,10/5/10,PEC
5860,3,41,4,10,2010,3,53,3,7,2011,10/3/10,PEC
5863,22,26,2,6,2005,22,38,1,3,2006,6/22/05,PEC
5865,21,26,2,6,2005,21,38,1,3,2006,6/21/05,PEC
5867,24,44,4,10,2010,24,56,3,7,2011,10/24/10,PEC
5869,10,24,2,6,2010,10,36,1,3,2011,6/10/10,PEC
5870,27,44,4,10,2010,27,56,3,7,2011,10/27/10,PEC
5871,29,27,2,6,2005,29,39,1,3,2006,6/29/05,PEC
5875,28,27,2,6,2005,28,39,1,3,2006,6/28/05,PEC
5876,9,37,3,9,2008,9,49,2,6,2009,9/9/08,PEC
5878,21,43,4,10,2010,21,55,3,7,2011,10/21/10,PEC
5879,7,37,3,9,2008,7,49,2,6,2009,9/7/08,PEC
5885,20,43,4,10,2010,20,55,3,7,2011,10/20/10,PEC
5891,4,15,2,4,2005,4,27,1,1,2006,4/4/05,PEC
5894,10,23,2,6,2006,10,35,1,3,2007,6/10/06,PEC
5899,15,24,2,6,2006,15,36,1,3,2007,6/15/06,PEC
5905,19,25,2,6,2009,19,37,1,3,2010,6/19/09,PEC
5906,21,34,3,8,2010,21,46,2,5,2011,8/21/10,PEC
5911,3,36,3,9,2010,3,48,2,6,2011,9/3/10,PEC
5913,5,37,3,9,2010,5,49,2,6,2011,9/5/10,PEC
5922,27,52,4,12,2006,27,64,3,9,2007,12/27/06,PEC
5923,10,41,4,10,2008,10,53,3,7,2009,10/10/08,PEC
5924,11,41,4,10,2008,11,53,3,7,2009,10/11/08,PEC
5926,17,42,4,10,2008,17,54,3,7,2009,10/17/08,PEC
5928,14,42,4,10,2008,14,54,3,7,2009,10/14/08,PEC
5931,15,42,4,10,2008,15,54,3,7,2009,10/15/08,PEC
5935,18,42,4,10,2008,18,54,3,7,2009,10/18/08,PEC
5938,19,43,4,10,2008,19,55,3,7,2009,10/19/08,PEC
5939,12,38,3,9,2010,12,50,2,6,2011,9/12/10,PEC
5940,18,47,4,11,2008,18,59,3,8,2009,11/18/08,PEC
5942,28,52,4,12,2006,28,64,3,9,2007,12/28/06,PEC
5943,29,52,4,12,2006,29,64,3,9,2007,12/29/06,PEC
5945,5,15,2,4,2010,5,27,1,1,2011,4/5/10,PEC
5946,28,13,1,3,2007,28,25,4,12,2007,3/28/07,PEC
5949,24,12,1,3,2007,24,24,4,12,2007,3/24/07,PEC
5950,27,13,1,3,2007,27,25,4,12,2007,3/27/07,PEC
5952,23,12,1,3,2007,23,24,4,12,2007,3/23/07,PEC
5954,22,12,1,3,2007,22,24,4,12,2007,3/22/07,PEC
5960,18,39,3,9,2005,18,51,2,6,2006,9/18/05,PEC
5962,9,15,2,4,2010,9,27,1,1,2011,4/9/10,PEC
5964,7,15,2,4,2010,7,27,1,1,2011,4/7/10,PEC
5968,10,37,3,9,2005,10,49,2,6,2006,9/10/05,PEC
5974,13,38,3,9,2005,13,50,2,6,2006,9/13/05,PEC
5982,8,32,3,8,2009,8,44,2,5,2010,8/8/09,PEC
5983,2,32,3,8,2009,2,44,2,5,2010,8/2/09,PEC
5985,4,32,3,8,2009,4,44,2,5,2010,8/4/09,PEC
5988,11,37,3,9,2006,11,49,2,6,2007,9/11/06,PEC
5989,10,37,3,9,2006,10,49,2,6,2007,9/10/06,PEC
5993,15,37,3,9,2006,15,49,2,6,2007,9/15/06,PEC
5994,14,37,3,9,2006,14,49,2,6,2007,9/14/06,PEC
5995,16,37,3,9,2006,16,49,2,6,2007,9/16/06,PEC
5996,19,38,3,9,2006,19,50,2,6,2007,9/19/06,PEC
6000,28,48,4,11,2009,28,60,3,8,2010,11/28/09,PEC
6004,22,48,4,11,2009,22,60,3,8,2010,11/22/09,PEC
6006,23,48,4,11,2009,23,60,3,8,2010,11/23/09,PEC
6023,5,23,2,6,2010,5,35,1,3,2011,6/5/10,PEC
6025,6,24,2,6,2010,6,36,1,3,2011,6/6/10,PEC
6027,7,24,2,6,2010,7,36,1,3,2011,6/7/10,PEC
6028,1,23,2,6,2010,1,35,1,3,2011,6/1/10,PEC
6029,13,7,1,2,2008,13,47,4,11,2008,2/13/08,PEC
6030,3,23,2,6,2010,3,35,1,3,2011,6/3/10,PEC
6031,11,37,3,9,2008,11,49,2,6,2009,9/11/08,PEC
6034,13,37,3,9,2008,13,49,2,6,2009,9/13/08,PEC
6035,14,38,3,9,2008,14,50,2,6,2009,9/14/08,PEC
6038,17,38,3,9,2008,17,50,2,6,2009,9/17/08,PEC
6041,27,26,2,6,2008,27,38,1,3,2009,6/27/08,PEC
6043,15,3,1,1,2008,15,43,4,10,2008,1/15/08,PEC
6044,24,26,2,6,2008,24,38,1,3,2009,6/24/08,PEC
6045,23,26,2,6,2008,23,38,1,3,2009,6/23/08,PEC
6048,22,26,2,6,2008,22,38,1,3,2009,6/22/08,PEC
6049,21,25,2,6,2008,21,37,1,3,2009,6/21/08,PEC
6053,29,27,2,6,2008,29,39,1,3,2009,6/29/08,PEC
6054,28,26,2,6,2008,28,38,1,3,2009,6/28/08,PEC
6055,11,20,2,5,2008,11,32,1,2,2009,5/11/08,PEC
6057,18,7,1,2,2006,18,47,4,11,2006,2/18/06,PEC
6059,14,7,1,2,2006,14,47,4,11,2006,2/14/06,PEC
6062,15,7,1,2,2006,15,47,4,11,2006,2/15/06,PEC
6070,17,3,1,1,2008,17,43,4,10,2008,1/17/08,PEC
6072,18,30,3,7,2005,18,42,2,4,2006,7/18/05,PEC
6077,19,30,3,7,2005,19,42,2,4,2006,7/19/05,PEC
6078,13,41,4,10,2007,13,53,3,7,2008,10/13/07,PEC
6081,10,41,4,10,2007,10,53,3,7,2008,10/10/07,PEC
6086,15,42,4,10,2007,15,54,3,7,2008,10/15/07,PEC
6088,14,42,4,10,2007,14,54,3,7,2008,10/14/07,PEC
6091,16,47,4,11,2008,16,59,3,8,2009,11/16/08,PEC
6092,17,47,4,11,2008,17,59,3,8,2009,11/17/08,PEC
6093,14,46,4,11,2008,14,58,3,8,2009,11/14/08,PEC
6095,15,46,4,11,2008,15,58,3,8,2009,11/15/08,PEC
6099,12,46,4,11,2008,12,58,3,8,2009,11/12/08,PEC
6102,13,46,4,11,2008,13,58,3,8,2009,11/13/08,PEC
6106,10,46,4,11,2008,10,58,3,8,2009,11/10/08,PEC
6107,11,46,4,11,2008,11,58,3,8,2009,11/11/08,PEC
6111,14,50,4,12,2007,14,62,3,9,2008,12/14/07,PEC
6112,16,3,1,1,2008,16,43,4,10,2008,1/16/08,PEC
6125,6,28,3,7,2005,6,40,2,4,2006,7/6/05,PEC
6130,11,29,3,7,2005,11,41,2,4,2006,7/11/05,PEC
6135,24,39,3,9,2010,24,51,2,6,2011,9/24/10,PEC
6136,25,39,3,9,2010,25,51,2,6,2011,9/25/10,PEC
6142,4,27,3,7,2008,4,39,2,4,2009,7/4/08,PEC
6146,13,29,3,7,2005,13,41,2,4,2006,7/13/05,PEC
6148,6,24,2,6,2005,6,36,1,3,2006,6/6/05,PEC
6150,14,29,3,7,2005,14,41,2,4,2006,7/14/05,PEC
6154,8,19,2,5,2010,8,31,1,2,2011,5/8/10,PEC
6159,5,19,2,5,2010,5,31,1,2,2011,5/5/10,PEC
6161,3,19,2,5,2010,3,31,1,2,2011,5/3/10,PEC
6173,29,18,2,4,2005,29,30,1,1,2006,4/29/05,PEC
6177,17,46,4,11,2006,17,58,3,8,2007,11/17/06,PEC
6178,29,22,2,5,2008,29,34,1,2,2009,5/29/08,PEC
6181,7,14,2,4,2007,7,26,1,1,2008,4/7/07,PEC
6187,5,14,2,4,2007,5,26,1,1,2008,4/5/07,PEC
6195,2,14,2,4,2007,2,26,1,1,2008,4/2/07,PEC
6197,28,35,3,8,2008,28,47,2,5,2009,8/28/08,PEC
6200,28,22,2,5,2008,28,34,1,2,2009,5/28/08,PEC
6208,2,49,4,12,2008,2,61,3,9,2009,12/2/08,PEC
6209,4,49,4,12,2008,4,61,3,9,2009,12/4/08,PEC
6211,7,50,4,12,2008,7,62,3,9,2009,12/7/08,PEC
6221,16,8,1,2,2010,16,48,4,11,2010,2/16/10,PEC
6222,15,8,1,2,2010,15,48,4,11,2010,2/15/10,PEC
6226,13,7,1,2,2010,13,47,4,11,2010,2/13/10,PEC
6227,12,7,1,2,2010,12,47,4,11,2010,2/12/10,PEC
6228,10,7,1,2,2010,10,47,4,11,2010,2/10/10,PEC
6229,4,1,1,1,2008,4,41,4,10,2008,1/4/08,PEC
6230,19,8,1,2,2010,19,48,4,11,2010,2/19/10,PEC
6233,18,8,1,2,2010,18,48,4,11,2010,2/18/10,PEC
6244,7,2,1,1,2008,7,42,4,10,2008,1/7/08,PEC
6247,19,29,3,7,2007,19,41,2,4,2008,7/19/07,PEC
6252,9,2,1,1,2008,9,42,4,10,2008,1/9/08,PEC
6262,20,34,3,8,2009,20,46,2,5,2010,8/20/09,PEC
6264,29,31,3,7,2010,29,43,2,4,2011,7/29/10,PEC
6266,24,30,3,7,2010,24,42,2,4,2011,7/24/10,PEC
6274,27,31,3,7,2010,27,43,2,4,2011,7/27/10,PEC
6280,14,15,2,4,2007,14,27,1,1,2008,4/14/07,PEC
6284,25,22,2,5,2010,25,34,1,2,2011,5/25/10,PEC
6290,24,22,2,5,2009,24,34,1,2,2010,5/24/09,PEC
6292,2,40,4,10,2007,2,52,3,7,2008,10/2/07,PEC
6300,23,22,2,5,2010,23,34,1,2,2011,5/23/10,PEC
6307,11,46,4,11,2005,11,58,3,8,2006,11/11/05,PEC
6313,13,47,4,11,2005,13,59,3,8,2006,11/13/05,PEC
6314,14,47,4,11,2005,14,59,3,8,2006,11/14/05,PEC
6323,14,20,2,5,2007,14,32,1,2,2008,5/14/07,PEC
6324,13,20,2,5,2007,13,32,1,2,2008,5/13/07,PEC
6325,10,19,2,5,2007,10,31,1,2,2008,5/10/07,PEC
6327,11,19,2,5,2007,11,31,1,2,2008,5/11/07,PEC
6336,25,4,1,1,2006,25,44,4,10,2006,1/25/06,PEC
6340,26,13,1,3,2006,26,25,4,12,2006,3/26/06,PEC
6344,26,39,3,9,2007,26,51,2,6,2008,9/26/07,PEC
6353,25,35,3,8,2008,25,47,2,5,2009,8/25/08,PEC
6357,27,48,4,11,2006,27,60,3,8,2007,11/27/06,PEC
6358,17,34,3,8,2009,17,46,2,5,2010,8/17/09,PEC
6361,11,33,3,8,2009,11,45,2,5,2010,8/11/09,PEC
6363,7,10,1,3,2008,7,50,4,12,2008,3/7/08,PEC
6370,24,9,1,2,2010,24,49,4,11,2010,2/24/10,PEC
6371,25,9,1,2,2010,25,49,4,11,2010,2/25/10,PEC
6372,23,9,1,2,2010,23,49,4,11,2010,2/23/10,PEC
6374,20,8,1,2,2010,20,48,4,11,2010,2/20/10,PEC
6376,28,10,1,2,2010,28,50,4,11,2010,2/28/10,PEC
6377,22,47,4,11,2006,22,59,3,8,2007,11/22/06,PEC
6386,31,1,4,12,2007,31,41,3,9,2008,12/31/07,PEC
6387,30,1,4,12,2007,30,41,3,9,2008,12/30/07,PEC
6389,21,21,2,5,2008,21,33,1,2,2009,5/21/08,PEC
6390,20,21,2,5,2008,20,33,1,2,2009,5/20/08,PEC
6394,22,21,2,5,2008,22,33,1,2,2009,5/22/08,PEC
6396,5,27,3,7,2008,5,39,2,4,2009,7/5/08,PEC
6397,24,21,2,5,2008,24,33,1,2,2009,5/24/08,PEC
6399,2,36,3,9,2008,2,48,2,6,2009,9/2/08,PEC
6413,28,31,3,7,2005,28,43,2,4,2006,7/28/05,PEC
6414,29,31,3,7,2005,29,43,2,4,2006,7/29/05,PEC
6416,27,49,4,11,2005,27,61,3,8,2006,11/27/05,PEC
6418,22,30,3,7,2005,22,42,2,4,2006,7/22/05,PEC
6419,23,30,3,7,2005,23,42,2,4,2006,7/23/05,PEC
6420,20,30,3,7,2005,20,42,2,4,2006,7/20/05,PEC
6421,21,30,3,7,2005,21,42,2,4,2006,7/21/05,PEC
6426,27,31,3,7,2005,27,43,2,4,2006,7/27/05,PEC
6433,20,42,4,10,2006,20,54,3,7,2007,10/20/06,PEC
6448,29,44,4,10,2006,29,56,3,7,2007,10/29/06,PEC
6464,7,49,4,12,2006,7,61,3,9,2007,12/7/06,PEC
6468,6,49,4,12,2006,6,61,3,9,2007,12/6/06,PEC
6472,4,49,4,12,2006,4,61,3,9,2007,12/4/06,PEC
6473,3,49,4,12,2006,3,61,3,9,2007,12/3/06,PEC
6474,2,48,4,12,2006,2,60,3,9,2007,12/2/06,PEC
6475,1,48,4,12,2006,1,60,3,9,2007,12/1/06,PEC
6487,15,16,2,4,2007,15,28,1,1,2008,4/15/07,PEC
6488,30,39,3,9,2006,30,51,2,6,2007,9/30/06,PEC
6493,4,37,3,9,2005,4,49,2,6,2006,9/4/05,PEC
6497,14,42,4,10,2009,14,54,3,7,2010,10/14/09,PEC
6498,20,12,1,3,2009,20,24,4,12,2009,3/20/09,PEC
6501,9,28,3,7,2007,9,40,2,4,2008,7/9/07,PEC
6502,23,13,1,3,2009,23,25,4,12,2009,3/23/09,PEC
6504,26,13,1,3,2009,26,25,4,12,2009,3/26/09,PEC
6505,29,14,1,3,2009,29,26,4,12,2009,3/29/09,PEC
6509,6,27,3,7,2007,6,39,2,4,2008,7/6/07,PEC
6512,3,9,1,3,2007,3,49,4,12,2007,3/3/07,PEC
6513,4,10,1,3,2007,4,50,4,12,2007,3/4/07,PEC
6514,17,7,1,2,2007,17,47,4,11,2007,2/17/07,PEC
6519,8,10,1,3,2007,8,50,4,12,2007,3/8/07,PEC
6520,12,42,4,10,2009,12,54,3,7,2010,10/12/09,PEC
6524,21,47,4,11,2006,21,59,3,8,2007,11/21/06,PEC
6527,20,47,4,11,2006,20,59,3,8,2007,11/20/06,PEC
6528,5,2,1,1,2005,5,42,4,10,2005,1/5/05,PEC
6531,3,2,1,1,2005,3,42,4,10,2005,1/3/05,PEC
6535,26,48,4,11,2006,26,60,3,8,2007,11/26/06,PEC
6542,1,31,3,8,2009,1,43,2,5,2010,8/1/09,PEC
6543,3,32,3,8,2009,3,44,2,5,2010,8/3/09,PEC
6552,9,7,1,2,2010,9,47,4,11,2010,2/9/10,PEC
6553,13,42,4,10,2009,13,54,3,7,2010,10/13/09,PEC
6555,5,6,1,2,2010,5,46,4,11,2010,2/5/10,PEC
6556,4,6,1,2,2010,4,46,4,11,2010,2/4/10,PEC
6557,18,51,4,12,2007,18,63,3,9,2008,12/18/07,PEC
6562,5,32,3,8,2009,5,44,2,5,2010,8/5/09,PEC
6563,27,17,2,4,2007,27,29,1,1,2008,4/27/07,PEC
6565,7,32,3,8,2009,7,44,2,5,2010,8/7/09,PEC
6575,3,14,2,4,2006,3,26,1,1,2007,4/3/06,PEC
6577,2,14,2,4,2006,2,26,1,1,2007,4/2/06,PEC
6578,1,13,2,4,2006,1,25,1,1,2007,4/1/06,PEC
6581,7,14,2,4,2006,7,26,1,1,2007,4/7/06,PEC
